0.33725667, -0.21409182, 0.49961686
 0.1364463, -0.048661113, 0.39717233
 0.31657973, -0.21174578, 0.4726193
 0.25987896, -0.20630246, 0.37271997
 0.29091337, -0.21520212, 0.42380074
 -0.0066671441, -0.01154558, -0.099204816
 0.27897418, -0.21903093, 0.38391799
 0.27721971, -0.21476741, 0.39366695
 -0.0044188886, -0.0010415304, -0.11225474
 -0.0038685515, -0.0074198581, -0.049941089
 0.10543598, -0.14761434, 0.077103779
 0.20375034, 0.24050237, -0.57736576
 0.30923757, -0.22419596, 0.44687474
 0.097056344, 0.14558731, -0.31637403
 0.1044241, -0.14719597, 0.0748097
 0.15385348, 0.19871882, -0.22334541
 0.068261363, 0.11022251, -0.4954204
 0.16773547, 0.21149084, -0.55921274
 0.023106182, -0.07389342, -0.1951019
 0.29406485, 0.30869138, -0.66473413
 0.01970543, 0.053191267, -0.10165668
 0.091007926, -0.14057907, 0.048603524
 0.046898466, 0.092833199, -0.1271944
 0.098693281, 0.14700407, -0.31834036
 0.33885896, -0.21876164, 0.49839303
 0.09076146, -0.1203974, 0.22412424
 0.13959153, 0.18825622, -0.18102369
 0.29537141, 0.30982062, -0.66644681
 0.048555639, 0.083697498, -0.47005501
 0.014126264, 0.0086338185, -0.37465531
 0.01375939, 0.0078182416, -0.37275878
 0.22505072, 0.25670663, -0.57131249
 0.075981095, 0.12707071, -0.143748
 0.013046727, -0.075081006, 0.063116111
 0.023132101, 0.036083207, -0.41531903
 0.012035489, -0.04285679, -0.27377191
 0.047398534, 0.091413721, -0.28622949
 0.05491114, -0.11291883, 0.14623551
 0.025545068, -0.08762835, 0.096554622
 0.014078963, 0.043040436, -0.09977138
 0.27189699, -0.21057336, 0.3905524
 0.16990967, -0.17498431, 0.22578742
 0.32116416, 0.32726711, -0.6771571
 0.017143335, -0.066869579, -0.20942636
 0.15295956, -0.044575922, 0.41978031
 -0.0020595193, 0.0023285218, -0.065223172
 -0.0052943225, -0.016824743, -0.044714909
 0.040169138, 0.083829127, -0.12608597
 0.22873835, -0.19553295, 0.32297099
 0.019290891, 0.031382244, -0.40053198
 0.018324742, 0.029276289, -0.39744404
 0.083152138, -0.12025084, 0.205734
 0.025097797, 0.061924461, -0.1146515
 0.10538314, -0.14624949, 0.065514617
 0.08223255, 0.13379601, -0.146496
 0.11542293, 0.16227229, -0.55215478
 -0.0055927704, -0.0056021106, -0.23145635
 0.012898096, 0.012060629, -0.37201315
 0.029978465, 0.069833711, -0.10749098
 0.013518083, 0.014420005, -0.37626049
 0.011543184, -0.07457865, 0.055336609
 0.35759985, -0.18861756, 0.53782135
 0.00040059598, 0.01112096, -0.07549125
 -0.0049199606, -0.023862295, -0.024925521
 0.20438376, -0.18659128, 0.28775817
 0.16945845, -0.16099355, 0.096036494
 0.15750886, 0.20204335, -0.54604322
 0.18593951, 0.22650228, -0.58814275
 0.16441844, 0.2108808, -0.17537449
 0.010345541, -0.046992071, -0.25908995
 0.048368059, 0.093380034, -0.17067552
 0.01200328, -0.0012339753, -0.35554868
 0.14610143, -0.15015115, 0.27711374
 0.23934069, -0.20308501, 0.29625341
 0.004410693, -0.024580177, 0.079554111
 0.24305621, -0.19937161, 0.35116708
 0.072940603, -0.11418615, 0.19352092
 0.12759613, 0.1776371, -0.17665404
 0.29088137, -0.17650008, 0.46602699
 0.056306757, 0.10193937, -0.33957174
 0.18946426, -0.05623604, 0.44842982
 0.14820413, -0.16718733, 0.18606637
 0.065991759, 0.11313421, -0.34532297
 0.054562367, 0.10237055, -0.13029565
